accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000434575.1	275	97.5	0	278	o__Clostridiales (UID1226)	158	0	2306626	89.3174913320493	472	1150058	44.6716585051131	2582502	GB_GCA_902363685.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1375;s__UMGS1375 sp900066615	not type material	none	f	72	30	50419	121614	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5454	9782	f	f	t	10305	23127	Scaffold	MGS56	na	PRJEB932	SAMEA3138616	472	10305	none	2013-07-17	GCA_000434575.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Firmicutes bacterium CAG:56	2160	na	0	264	30	23127	9989	4337	2013/07/17	208	1263031	0	none	DTU	1263031	d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__environmental samples;s__Firmicutes bacterium CAG:56	7758	2582502	11	21	none	2574744	0	CBCG000000000.1	2328	264	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	7758	12	20	0
GB_GCA_000434675.1	15	94.62	0.16	223	c__Clostridia (UID1118)	124	0	1350006	90.6007203731928	62	724340	48.6636868550805	1490061	GB_GCA_000434675.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-1138;s__CAG-1138 sp000434675	not type material	none	f	12	5	99366	243639	1533	1	1265	HF988628.1	none	0	none	none	1264	1548	0	89.003	CEBV01039051.5740.8554	Bacteria;Firmicutes;Clostridia;DTU072;gut metagenome	24007	57310	f	f	t	44635	127602	Scaffold	MGS1138	na	PRJEB692	SAMEA3138621	62	44635	none	2013-07-17	GCA_000434675.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Faecalibacterium sp. CAG:1138	1284	na	0	26	5	127602	73654	43251	2013/07/17	36	1262896	0	none	DTU	1262896	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Faecalibacterium;x__environmental samples;s__Faecalibacterium sp. CAG:1138	1585	1490061	11	40	none	1488476	0	CAXL000000000.1	1295	26	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1585	19	40	0
GB_GCA_000435775.1	7	75.58	0.67	263	o__Clostridiales (UID1212)	149	0	1597201	89.9007501293181	197	646725	36.4594285443683	1776627	RS_GCF_001404655.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus_A	not type material	none	f	35	23	63470	63470	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9004	12690	f	f	t	14574	22304	Scaffold	MGS270	na	PRJEB803	SAMEA3138675	197	14574	none	2013-07-17	GCA_000435775.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Firmicutes bacterium CAG:270	1695	na	0	140	23	22304	11237	6646	2013/07/17	57	1263014	0	none	DTU	1263014	d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__environmental samples;s__Firmicutes bacterium CAG:270	2799	1776627	11	15	none	1773828	0	CBHP000000000.1	1807	140	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2799	10	15	0
GB_GCA_000435895.1	64	98.15	0	406	o__Bacteroidales (UID2617)	265	0	3334940	87.8195167180032	266	1427241	37.6961479827118	3797493	GB_GCA_000803105.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter secundus	not type material	none	f	43	11	86798	251103	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14233	40398	f	f	t	27786	121090	Scaffold	MGS118	na	PRJEB696	SAMEA3138681	266	27786	none	2013-07-17	GCA_000435895.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Tannerella sp. CAG:118	2920	na	0	94	11	121090	48807	29350	2013/07/17	172	1262978	0	none	DTU	1262978	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;x__environmental samples;s__Tannerella sp. CAG:118	11257	3797493	11	44	none	3786236	0	CAYC000000000.1	2999	94	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	11257	19	44	0
GB_GCA_000436455.1	9	97.91	1.13	340	o__Clostridiales (UID1342)	177	0	3877399	86.2817846230395	473	2227092	49.6940162129235	4493879	RS_GCF_900113155.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis	not type material	none	f	65	33	134828	134828	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9474	16282	f	f	t	20125	42380	Scaffold	MGS132	na	PRJEB710	SAMEA3138707	473	20125	none	2013-07-17	GCA_000436455.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium clostridioforme CAG:132	4153	na	0	276	33	42380	20704	8978	2013/07/17	197	1263065	0	none	DTU	1263065	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium clostridioforme	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium clostridioforme CAG:132	12260	4493879	11	47	none	4481619	0	CBDY000000000.1	4325	276	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	12260	17	46	1
GB_GCA_000436535.1	0	82.28	0	103	k__Bacteria (UID203)	57	0	2408433	85.0135192375574	207	1042366	36.845610301837	2833000	GB_GCA_000436535.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436535	not type material	none	f	33	14	111866	219495	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13666	25070	f	f	t	26454	53943	Scaffold	MGS252	na	PRJEB788	SAMEA3138711	207	26454	none	2013-07-17	GCA_000436535.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Eubacterium sp. CAG:252	2338	na	0	113	14	53943	27144	12375	2013/07/17	94	1262887	0	none	DTU	1262887	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;x__environmental samples;s__Eubacterium sp. CAG:252	3990	2833000	11	20	none	2829010	0	CBEA000000000.1	2428	113	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3990	11	21	0
GB_GCA_000436835.1	0	98.66	0	263	o__Clostridiales (UID1212)	149	0	1696931	90.5580942856426	88	713820	38.1338139904118	1873859	GB_GCA_000436835.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835	not type material	none	f	16	7	85591	326106	1435	2	850	FR889110.1	645	2	108	FR889114.1	850	1493	0	98.353	CEAH01064674.7205.10038	Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] coprostanoligenes group;gut metagenome	21271	36035	f	f	t	38895	86509	Scaffold	MGS251	na	PRJEB787	SAMEA3138726	88	38895	none	2013-07-17	GCA_000436835.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Eubacterium sp. CAG:251	1717	na	2	52	7	86509	42539	27263	2013/07/17	36	1262886	0	none	DTU	1262886	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;x__environmental samples;s__Eubacterium sp. CAG:251	1977	1873859	11	36	none	1871882	0	CBFD000000000.1	1747	52	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1977	19	36	0
GB_GCA_000437355.1	0	90.34	3.37	149	k__Bacteria (UID2329)	89	0	1002243	90.9085384326524	70	289455	26.3098574138525	1102474	GB_GCA_000437355.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp000437355	not type material	none	f	6	4	176912	222483	126752	1	294	FR899762.1	none	0	none	none	294	544	2.96e-153	100	CDZD01039322.1.2664	Bacteria;Firmicutes;Bacilli;RFN20;gut metagenome	15716	32425	f	f	t	34949	100691	Scaffold	MGS460	na	PRJEB889	SAMEA3138752	70	34949	none	2013-07-17	GCA_000437355.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Firmicutes bacterium CAG:460	1169	na	1	34	4	100691	24734	15995	2013/07/17	36	1263024	0	none	DTU	1263024	d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__environmental samples;s__Firmicutes bacterium CAG:460	2297	1102474	11	25	none	1100177	0	CBJC000000000.1	1208	34	222483	1	none	none	none	none	none	none	279	FR899774.1	274	507	4.11e-142	100	CDZI01012104.1.1551	Bacteria;Firmicutes;Bacilli;RF39;gut metagenome	2297	17	25	0
GB_GCA_000437515.1	119	90.23	1.61	223	c__Clostridia (UID1118)	124	0	1536552	88.5786164102115	296	784093	45.4367290362471	1734676	GB_GCA_000437515.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281 sp000437515	not type material	none	f	50	20	32583	109468	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5830	14954	f	f	t	10132	27158	Scaffold	MGS727	na	PRJEB991	SAMEA3138760	296	10132	none	2013-07-17	GCA_000437515.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Acidiphilium sp. CAG:727	1479	na	0	116	20	27158	16500	8056	2013/07/17	180	1262689	0	none	DTU	1262689	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidiphilium;x__environmental samples;s__Acidiphilium sp. CAG:727	8876	1734676	11	30	none	1725800	0	CBIM000000000.1	1581	116	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	8876	16	30	0
GB_GCA_000438415.1	0	91.57	1.12	149	k__Bacteria (UID2329)	89	0	977681	90.5557845402887	56	282812	26.2192645938133	1079645	GB_GCA_000438415.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp000438415	not type material	none	f	10	6	130513	142669	142669	1	845	FR902240.1	none	0	none	none	743	1362	0	99.731	CDZI01021303.77608.80411	Bacteria;Firmicutes;Bacilli;RFN20;gut metagenome	19261	30847	f	f	t	39243	58384	Scaffold	MGS628	na	PRJEB964	SAMEA3138805	56	39243	none	2013-07-17	GCA_000438415.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium sp. CAG:628	1091	na	1	35	6	58384	37687	14976	2013/07/17	21	1262829	0	none	DTU	1262829	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium sp. CAG:628	1003	1079645	11	32	none	1078642	0	CBKB000000000.1	1123	35	58384	1	none	none	none	none	none	none	736	FR902239.1	730	1332	0	99.589	CDZI01021303.80708.82258	Bacteria;Firmicutes;Bacilli;RF39;gut metagenome	1003	20	32	0
GB_GCA_000439025.2	0	95.48	6.6	511	f__Flavobacteriaceae (UID2817)	283	10.34	2132179	92.4390189973983	78	766573	33.2419789951514	2306579	GB_GCA_000439025.2	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp000439025	not type material	none	f	5	5	303101	303101	58688	2	2871	AUSH02000015.1	58688	2	102	AUSH02000015.1	2871	5302	0	100	AUSH02000015.2546.5429	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Bacteroidetes bacterium SCGC AAA027-N21	29564	31596	f	f	t	207073	218484	Scaffold	ASM43902v2	na	PRJNA178045	SAMN02440794	78	207073	none	2014-02-06	GCA_000439025.2	derived from single cell	full	none	none	none	0	none	Bacteroidetes bacterium SCGC AAA027-N21	0	na	none	73	5	218484	139676	42155	2014/02/06	5	938709	none	SCGC AAA027-N21	DOE Joint Genome Institute	938709	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;x__unclassified Bacteroidetes;s__Bacteroidetes bacterium SCGC AAA027-N21	540	2306579	none	none	none	2306039	0	AUSH00000000.2	2041	73	58688	2	none	none	none	none	none	none	1509	AUSH02000015.1	1494	2760	0	100	AUSH02000069.56020.57513	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Bacteroidetes bacterium SCGC AAA027-N21	540	19	38	0
GB_GCA_000452885.1	94	99.45	0.81	940	g__Staphylococcus (UID301)	178	25	2328946	83.7425330240529	18	911502	32.7762285664971	2781079	RS_GCF_001027105.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	not type material	none	f	3	3	643455	643455	60200	4	2918	ARPA01000004.1	none	0	none	none	2918	5382	0	99.931	CP031537.837913.840838	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	154504	154504	f	f	t	417298	417298	Contig	ASM45288v1	na	PRJNA197438	SAMN02469395	18	417298	none	2013-08-21	GCA_000452885.1	none	full	none	none	none	0	none	Staphylococcus aureus subsp. aureus PS187	none	na	none	none	none	none	none	none	2013/08/21	0	1280	none	PS187	Bioinformatik, Biozentrum, University of Wuerzbrug	1323662	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;x__Staphylococcus aureus subsp. aureus PS187	0	2781079	none	none	none	2781079	0	ARPA00000000.1	2721	18	41045	6	none	none	none	none	none	none	1447	ARPA01000003.1	1447	2667	0	99.931	CP031779.547336.548889	Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	0	19	43	0
GB_GCA_000461895.1	0	97.71	1.44	1067	g__Vibrio (UID4874)	378	0	4886950	88.2933109589615	210	2527234	45.6599427921424	5534904	RS_GCF_000176135.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliilyticus	not type material	none	f	39	39	189815	189815	1250	2	1241	AVOO01000191.1	3405	1	110	AVOO01000171.1	1242	2287	0	99.919	CP031472.3052502.3055417	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio coralliilyticus	26356	26356	f	f	t	50722	50722	Contig	OCN008	na	PRJNA214563	SAMN02304133	210	50722	none	2013-08-29	GCA_000461895.1	none	full	none	none	none	0	0	Vibrio coralliilyticus OCN008	none	na	4	none	none	none	none	none	2013/08/29	0	190893	1	OCN008	University of Hawaii	1384040	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliilyticus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliilyticus;x__Vibrio coralliilyticus OCN008	0	5534904	11	45	none	5534904	0	AVOO00000000.1	5704	210	1247	1	none	none	none	none	none	none	1207	AVOO01000192.1	1207	2230	0	100	CP009264.2813378.2814942	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;Vibrio coralliilyticus	0	17	45	0
GB_GCA_000465675.1	0	99.33	0.19	444	c__Gammaproteobacteria (UID4388)	262	0	3242948	87.8503437406371	109	1410505	38.2100943641056	3691446	RS_GCF_000008485.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	not type material	none	f	10	10	574553	574553	1674	4	1426	AVOV01000102.1	106939	4	110	AVOV01000004.1	1426	2634	0	100	CP012019.464776.467684	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella pneumophila	33866	33866	f	f	t	99522	99522	Contig	Leg01/11	na	PRJNA214450	SAMN02303589	109	99522	none	2013-09-11	GCA_000465675.1	none	full	none	none	none	0	0	Legionella pneumophila str. Leg01/11	3260	na	14	none	none	none	none	none	2013/09/11	0	446	4	Leg01/11;11;Leg01	Queensland Department of Health	1383066	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila;x__Legionella pneumophila str. Leg01/11	0	3691446	11	41	none	3691446	0	AVOV00000000.1	3565	109	2232	1	none	none	none	none	none	none	1539	AVOV01000097.1	1539	2837	0	99.935	CP016030.3172590.3174135	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella pneumophila	0	19	41	0
GB_GCA_000466145.1	0	96.02	0	693	g__Mycobacterium (UID1816)	300	0	3780847	89.4293580008454	193	2763282	65.3606282495145	4227747	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	31	31	137329	137329	11454	1	3129	AVQJ01000057.1	none	0	none	none	3129	5779	0	100	CP033310.1546531.1549671	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis variant bovis BCG	21905	21905	f	f	t	42650	42650	Contig	MtbOSDD493V1.0	na	PRJNA213484	SAMN02296616	193	42650	India	2013-09-12	GCA_000466145.1	none	full	none	none	none	0	none	Mycobacterium tuberculosis OSDD493	0	na	none	none	none	none	none	none	2013/09/12	0	1773	none	OSDD493	OSDD Open Access Repository	1379257	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis OSDD493	0	4227747	none	none	none	4227747	0	AVQJ00000000.1	4392	193	11454	1	none	none	none	none	none	none	1529	AVQJ01000057.1	1529	2824	0	100	CP033311.1544701.1546241	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis variant bovis BCG	0	18	40	0
GB_GCA_000467045.1	0	92.11	0.58	845	f__Pseudomonadaceae (UID4490)	321	0	4378524	86.4507867008085	359	3209451	63.3682866252866	5064759	RS_GCF_000800255.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E parafulva_A	not type material	none	f	35	35	122687	122687	44967	1	2887	BATF01000024.1	44967	1	109	BATF01000024.1	2887	5332	0	100	CP031641.1243407.1246322	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas parafulva	14107	14107	t	f	f	45906	45906	Contig	ASM46704v1	na	PRJDB1419	SAMD00000759	359	45906	none	2013-09-13	GCA_000467045.1	none	full	none	none	none	0	none	Pseudomonas sp. ICMP 17674	0	na	none	none	none	none	none	none	2013/09/13	0	598550	none	ICMP17674	Charles Sturt University	598550	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. ICMP 17674	0	5064759	none	none	none	5064759	0	BATF00000000.1	5973	359	44967	1	none	none	none	none	none	none	1532	BATF01000024.1	1532	2830	0	100	CP009747.5083155.5084701	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas parafulva	0	19	46	0
GB_GCA_000467935.1	0	98.43	0.7	250	o__Clostridiales (UID1120)	143	100	1825848	87.4342333041064	160	773677	37.1040878055471	2088253	GB_GCA_000467935.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__W5053;s__W5053 sp000467935	not type material	none	f	11	9	168903	180643	4894	1	2884	KI259813.1	4894	1	111	KI259813.1	2884	5326	0	100	AWVB01000146.1850.4737	Bacteria;Firmicutes;Clostridia;Tissierellales;Family XI;Peptostreptococcaceae bacterium oral taxon 113 str. W5053	13032	16188	t	f	f	60737	66818	Scaffold	ASM46793v1	na	PRJNA198890	SAMN02436814	160	60737	none	2013-09-16	GCA_000467935.1	none	full	none	none	none	0	0	Peptostreptococcaceae bacterium oral taxon 113 str. W5053	none	na	3	129	9	66818	23123	8306	2013/09/16	31	1321783	1	W5053	Washington University	1321784	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;x__unclassified Peptostreptococcaceae;s__Peptostreptococcaceae bacterium oral taxon 113;x__Peptostreptococcaceae bacterium oral taxon 113 str. W5053	3100	2088253	11	41	none	2085153	0	AWVB00000000.1	2089	129	4894	1	none	none	none	none	none	none	1525	KI259813.1	1516	2800	0	100	AWVB01000146.98.1613	Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;W5053;Peptostreptococcaceae bacterium oral taxon 113 str. W5053	3100	20	41	0
GB_GCA_000476915.1	0	99.42	0	618	g__Helicobacter (UID3132)	246	0	1474718	91.2072395906455	36	627804	38.8279453047739	1616887	RS_GCF_900478295.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	not type material	none	f	4	4	285925	285925	4096	1	2881	CBQD010000022.1	none	0	none	none	2873	5306	0	100	CBQJ010000029.7219.10093	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori SA165C	44913	44913	f	f	t	152013	152013	Contig	SA165A	na	PRJEB4081	SAMEA2272643	36	152013	none	2013-09-27	GCA_000476915.1	none	full	none	none	none	0	none	Helicobacter pylori SA165A	none	na	none	none	none	none	none	none	2013/09/27	0	210	none	SA165A	MHH	1345570	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__Helicobacter pylori;x__Helicobacter pylori SA165A	0	1616887	none	none	none	1616887	0	CBQD000000000.1	1556	36	2215	1	none	none	none	none	none	none	1501	CBQD010000023.1	1501	2767	0	99.933	CP007604.1101639.1103145	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori	0	20	36	0
